Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,PerformanceRating,TotalWorkingYears,MonthlyIncome
yes,travel_frequently,464.0,4,3,unknown,"514,0",3,female,40.0,3,1,research_scientist,4,single,3427,9,yes,23,3,0,4,3.0,1,0,0,1993,false,4.0,3.0,2285.0
no,travel_rarely,1305.0,10,4,unknown,"518,0",3,female,49.0,3,2,manufacturing_director,2,single,21123,2,unknown,12,4,0,2,2.0,1,0,1,1986,true,3.0,18.0,4197.0
no,travel_rarely,555.0,2,3,unknown,unknown,2,male,78.0,2,2,laboratory_technician,3,married,13436,6,no,22,2,1,3,3.0,1,0,0,1983,yes,4.0,6.787473713222639,3448.0
no,travel_rarely,1300.0,17,2,unknown,unknown,3,female,79.0,3,2,laboratory_technician,1,unknown,13535,1,unknown,12,4,1,2,3.0,10,1,8,1995,false,3.0,10.0,4558.0
no,travel_frequently,1490.0,2,2,unknown,"556,0",4,female,42.0,3,1,laboratory_technician,4,married,12106,1,yes,23,3,1,3,3.0,1,0,0,1985,false,4.0,3.9868029367187203,1702.0
yes,unknown,489.0,2,2,technical_degree,"566,0",1,female,66.0,2,1,human_resources,4,single,18437,1,no,12,3,0,3,4.0,1,0,0,2004,true,3.0,1.0,2564.0
no,travel_rarely,210.0,29,3,unknown,"568,0",1,female,56.0,2,4,manager,4,divorced,22102,3,no,12,3,1,3,2.0,1,0,0,1966,yes,3.0,11.557873824923,2849.8
no,travel_rarely,983.0,2,2,medical,unknown,1,male,65.0,3,2,manufacturing_director,4,unknown,7389,5,unknown,13,3,3,2,3.0,5,0,4,1976,true,3.1536092900002686,20.0,5070.0
no,travel_rarely,548.0,8,4,life_sciences,unknown,3,male,42.0,3,2,laboratory_technician,3,single,23428,7,unknown,11,3,0,3,3.0,1,0,0,1969,false,3.0,7.320016678213157,3780.0
yes,travel_frequently,534.0,42,3,unknown,unknown,42,female,66.0,3,3,healthcare_representative,3,unknown,22908,3,no,12,1,0,2,3.0,1,0,0,1992,yes,3.0,12.0,9824.0
yes,travel_frequently,1306.0,5,3,marketing,"614,0",2,female,69.0,3,1,sales_representative,2,unknown,8059,1,yes,14,4,0,3,3.0,0,0,0,2005,no,3.0,4.269114148482084,1878.0
no,unknown,1094.0,28,3,other,"615,0",3,female,58.0,1,3,sales_executive,1,unknown,11373,3,no,15,3,1,2,3.0,1,0,1,1983,true,3.0,20.0,4334.0
no,unknown,775.0,29,2,unknown,unknown,1,female,45.0,3,2,sales_executive,3,unknown,4267,5,unknown,12,1,2,5,3.0,0,0,0,1997,true,3.0,8.0,4687.8
yes,travel_rarely,471.0,24,3,unknown,"622,0",3,female,66.0,1,1,laboratory_technician,4,single,23213,1,yes,18,2,0,3,1.0,1,0,0,1997,yes,3.0,1.0,2340.0
no,unknown,1495.0,10,3,unknown,unknown,3,male,76.0,3,2,healthcare_representative,3,unknown,22174,3,no,19,3,1,4,3.0,1,0,0,1985,true,3.0,18.0,4061.2
no,unknown,823.0,17,2,other,"643,0",4,female,94.0,2,1,laboratory_technician,2,married,9100,1,no,21,4,1,2,3.0,1,0,0,1999,yes,4.0,1.0,2127.0
yes,travel_frequently,448.0,12,4,unknown,"648,0",2,female,74.0,2,1,sales_representative,1,married,14470,1,no,18,3,1,2,4.0,1,0,0,1993,true,3.0,1.0,2033.0
no,travel_rarely,558.0,2,3,marketing,"656,0",4,female,75.0,3,2,sales_executive,3,married,3010,4,unknown,11,3,1,3,2.0,3,1,0,1986,no,3.0,16.658794032626567,9602.0
no,travel_rarely,959.0,1,3,life_sciences,"657,0",4,male,83.0,2,1,research_scientist,2,unknown,11757,1,no,13,4,0,0,4.0,1,0,0,2003,yes,3.158930228756718,1.0,2348.2
no,unknown,782.0,14,4,other,"661,0",2,female,50.0,2,4,research_director,4,divorced,2671,4,unknown,14,3,1,3,3.0,1,0,0,1980,no,3.0,21.0,16627.0
no,unknown,362.0,27,1,life_sciences,"662,0",3,male,66.0,3,1,research_scientist,1,unknown,14561,3,no,17,4,0,3,2.0,0,0,0,1985,yes,3.0,8.0,4687.8
no,unknown,1216.0,8,4,marketing,unknown,3,female,39.0,3,2,sales_executive,3,divorced,20431,0,unknown,12,4,0,3,3.0,5,1,2,1990,no,3.0,6.0,5044.8
no,unknown,160.0,3,3,unknown,unknown,3,male,71.0,3,1,research_scientist,3,unknown,22653,1,no,20,3,1,2,3.0,1,0,0,1993,false,4.0,1.0,2083.0
no,unknown,798.0,44,2,medical,"690,0",2,male,62.0,3,2,sales_executive,3,unknown,3487,1,no,14,1,1,5,2.0,6,1,2,1994,no,3.0,11.557873824923,2849.8
yes,unknown,1362.0,10,1,medical,"701,0",4,female,32.0,3,1,research_scientist,3,single,26999,1,unknown,11,4,0,5,3.0,1,1,1,2003,yes,3.0,2.875194959030821,1009.0
no,non_travel,727.0,20,3,unknown,"704,0",20,female,41.0,2,1,laboratory_technician,3,married,16900,1,no,18,3,2,3,3.0,1,0,0,1988,no,3.0,1.0,6589.4
no,unknown,1225.0,10,2,life_sciences,"715,0",4,female,80.0,4,1,research_scientist,4,single,15232,3,no,17,1,0,2,3.0,1,0,0,1986,yes,3.0,11.557873824923,2849.8
no,unknown,168.0,1,3,unknown,"743,0",3,male,81.0,3,3,manufacturing_director,3,single,15397,4,yes,14,4,0,4,3.0,1,0,0,1985,yes,3.1482831660966415,10.0,7861.0
no,unknown,1396.0,10,3,unknown,"749,0",3,female,66.0,3,1,sales_representative,3,single,2755,1,no,11,3,0,6,3.0,1,0,0,1994,no,3.0,1.0,2642.0
no,unknown,1225.0,2,4,unknown,unknown,4,male,61.0,3,2,healthcare_representative,1,divorced,4761,2,no,11,1,1,2,4.0,1,0,0,1988,true,3.0,16.0,4334.0
no,travel_rarely,268.0,2,5,medical,"773,0",4,female,92.0,3,1,research_scientist,3,married,20471,6,yes,13,2,1,0,1.0,1,0,1,1985,yes,3.0,11.557873824923,2849.8
no,travel_rarely,167.0,8,5,life_sciences,"775,0",2,male,32.0,3,2,manufacturing_director,1,unknown,4187,3,no,14,3,1,3,3.0,0,0,0,1989,yes,3.0,9.471047326146579,5121.0
yes,unknown,1243.0,6,3,life_sciences,"811,0",3,female,66.0,4,1,laboratory_technician,1,unknown,3445,1,yes,21,3,2,2,3.0,0,0,0,2000,false,4.0,1.0,4050.8
no,unknown,1092.0,9,3,life_sciences,"812,0",3,female,60.0,2,1,laboratory_technician,2,divorced,26551,1,no,11,3,3,4,3.0,1,0,0,1999,false,3.0,5.578018703824121,2694.0
yes,travel_rarely,805.0,1,2,life_sciences,"816,0",2,male,36.0,2,1,laboratory_technician,1,married,6689,1,unknown,11,4,1,1,3.0,1,0,0,1994,yes,3.0,1.0,6589.4
no,travel_frequently,720.0,16,4,medical,"832,0",1,female,51.0,2,2,laboratory_technician,3,unknown,11983,6,no,14,4,0,6,3.0,1,0,0,1983,yes,3.0,10.0,5094.0
no,travel_rarely,798.0,2,3,unknown,"833,0",3,male,52.0,2,2,manufacturing_director,4,single,20234,5,unknown,24,2,0,4,2.0,0,0,0,1993,yes,4.0,12.0,8439.6
no,unknown,252.0,2,3,unknown,"834,0",2,male,95.0,2,1,research_scientist,3,unknown,6153,1,no,14,4,0,3,3.0,1,0,0,1978,true,3.0,1.0,2274.0
no,unknown,443.0,3,3,medical,unknown,4,female,50.0,3,1,research_scientist,4,married,16571,1,unknown,11,3,3,6,2.0,0,0,0,1996,true,3.0,0.0,4061.2
no,unknown,342.0,16,4,marketing,unknown,4,female,66.0,2,2,sales_executive,3,unknown,24558,4,unknown,19,4,2,2,3.0,1,0,0,1986,true,3.1527633983094043,9.0,7050.6
no,unknown,300.0,1,3,life_sciences,unknown,4,female,61.0,3,1,laboratory_technician,4,divorced,9148,0,no,12,2,1,2,3.0,3,0,2,1991,yes,3.1571107689488738,4.0,2314.0
no,travel_rarely,868.0,8,3,marketing,"897,0",1,female,73.0,3,4,sales_executive,4,married,22789,5,unknown,14,3,1,3,3.0,2,2,2,1970,yes,3.0,28.0,4334.0
no,unknown,1252.0,19,2,unknown,"904,0",19,female,32.0,3,3,sales_executive,2,single,4814,1,yes,13,4,0,2,3.0,10,0,9,1986,false,3.0,11.557873824923,2849.8
yes,travel_rarely,374.0,25,4,unknown,"911,0",1,female,87.0,3,1,laboratory_technician,4,unknown,18016,1,unknown,24,3,0,2,1.0,1,0,1,1991,yes,4.0,1.0,4050.8
yes,travel_frequently,781.0,2,1,unknown,"918,0",4,female,57.0,2,1,laboratory_technician,4,divorced,13384,9,unknown,14,4,1,3,2.0,1,0,0,1965,true,3.0,3.0,2380.0
no,travel_rarely,177.0,8,3,unknown,unknown,1,male,55.0,3,2,manufacturing_director,2,divorced,23814,4,no,21,3,1,2,4.0,1,0,0,1980,no,4.0,4.0,8412.8
yes,travel_rarely,1427.0,18,1,other,"923,0",4,male,65.0,3,1,research_scientist,4,single,8870,1,no,19,1,0,3,2.0,1,0,0,2002,false,3.150819495668517,11.52212657468347,6477.686121919585
no,unknown,546.0,48,3,life_sciences,"934,0",48,female,83.0,3,1,laboratory_technician,2,unknown,6896,1,no,14,2,2,3,3.0,1,1,0,1989,yes,3.0,1.0,2008.0
no,unknown,1272.0,5,3,unknown,"940,0",3,male,37.0,2,3,healthcare_representative,2,divorced,9255,2,unknown,13,4,1,3,3.0,6,0,4,1965,false,3.1447540310982784,24.0,10552.0
no,unknown,798.0,20,4,medical,"945,0",4,female,51.0,3,1,research_scientist,3,married,5543,4,unknown,17,1,2,2,2.0,0,0,0,1975,no,3.0,13.0,2259.0
no,non_travel,1184.0,1,3,life_sciences,"951,0",3,male,70.0,2,1,laboratory_technician,2,married,3974,6,no,20,3,0,3,3.0,3,0,2,1991,true,3.155846813533061,5.0,3277.0
yes,unknown,867.0,19,2,marketing,"952,0",3,female,36.0,2,1,sales_representative,2,married,18798,1,yes,18,3,3,2,3.0,1,0,0,1998,false,3.1570225017768445,5.127280979178121,2413.0
no,unknown,658.0,10,4,marketing,"954,0",1,female,67.0,2,3,sales_executive,2,divorced,20652,2,no,12,2,1,2,2.0,1,0,0,1983,yes,3.0,11.0,4061.2
yes,unknown,419.0,21,3,other,"959,0",4,female,37.0,2,1,sales_representative,2,single,9947,1,yes,13,2,0,3,4.0,1,0,0,2004,false,3.0,1.0,2121.0
yes,travel_rarely,129.0,4,3,technical_degree,unknown,1,female,84.0,3,1,laboratory_technician,1,single,13008,1,unknown,19,2,0,2,3.0,1,0,0,2003,false,3.0,1.0,6589.4
no,travel_rarely,1069.0,1,3,unknown,unknown,2,male,42.0,2,2,healthcare_representative,4,unknown,12291,0,unknown,14,1,0,3,3.0,5,1,4,1990,true,3.0,6.0,5044.8
yes,travel_rarely,289.0,2,3,unknown,unknown,4,female,51.0,3,1,research_scientist,3,single,26227,4,no,24,1,0,4,3.0,1,0,0,1965,no,4.0,7.0,2479.0
yes,non_travel,1479.0,24,3,unknown,"986,0",2,male,100.0,4,4,sales_executive,2,single,17071,4,unknown,16,4,0,2,2.0,1,0,0,1983,yes,3.0,22.0,13194.0
yes,travel_rarely,906.0,10,3,unknown,"994,0",4,male,92.0,2,1,research_scientist,1,single,11479,6,yes,20,3,0,5,3.0,0,0,0,1994,yes,4.0,3.0,3594.2
no,travel_rarely,955.0,18,2,life_sciences,"1003,0",4,male,83.0,3,2,sales_executive,4,single,8571,1,yes,17,3,0,0,3.0,9,0,7,1976,no,3.0,9.0,4163.0
no,unknown,287.0,5,2,unknown,"1012,0",2,female,73.0,3,1,research_scientist,4,unknown,13493,1,no,15,4,0,2,3.0,0,0,0,2005,true,3.0,11.557873824923,2849.8
yes,unknown,1097.0,16,3,medical,unknown,4,male,98.0,2,1,research_scientist,1,unknown,18275,1,yes,15,1,0,2,3.0,1,0,0,2003,no,3.0,1.0,2600.0
no,unknown,265.0,5,2,unknown,"1029,0",4,female,90.0,3,5,manager,3,unknown,7770,6,no,13,2,0,3,4.0,1,0,0,1981,yes,3.0,21.0,18303.0
no,travel_rarely,804.0,9,3,unknown,unknown,1,female,64.0,3,1,laboratory_technician,4,married,20165,4,no,18,2,0,5,3.0,1,0,0,1973,yes,3.157272634961711,8.0,2380.0
yes,travel_rarely,1141.0,11,2,medical,"1033,0",1,male,61.0,1,2,healthcare_representative,2,unknown,14382,5,no,15,1,0,2,1.0,1,0,0,1986,yes,3.0,15.0,4777.0
no,unknown,798.0,3,4,life_sciences,unknown,2,female,42.0,3,2,sales_executive,4,unknown,4981,8,yes,12,3,0,1,3.0,1,0,0,1985,no,3.0,19.0,4061.2
yes,unknown,660.0,15,3,unknown,"1052,0",1,female,81.0,3,2,laboratory_technician,3,divorced,7858,7,unknown,14,2,1,3,2.0,1,0,0,1987,true,3.0,9.0,4315.2
no,travel_rarely,1144.0,10,1,medical,"1056,0",4,female,74.0,3,1,sales_representative,2,married,23384,1,no,22,2,0,5,3.0,1,0,0,1995,yes,4.0,2.9441706316055782,1052.0
no,unknown,415.0,25,3,unknown,"1076,0",3,female,66.0,2,3,sales_executive,4,unknown,5268,5,no,13,3,1,5,3.0,1,0,0,1980,yes,3.0,18.0,4061.2
yes,travel_rarely,1334.0,10,3,unknown,"1079,0",3,male,36.0,2,1,laboratory_technician,1,single,17258,1,no,13,1,0,6,2.0,1,1,0,2002,yes,3.158930228756718,1.0,2348.2
yes,travel_rarely,1323.0,4,4,unknown,"1081,0",1,female,34.0,3,1,research_scientist,3,married,10332,9,unknown,12,3,3,2,4.0,10,2,7,1972,no,3.1578171520050384,18.0,2461.0
no,unknown,309.0,10,4,unknown,"1105,0",4,male,88.0,2,2,sales_executive,4,divorced,24223,2,yes,14,3,3,5,3.0,1,0,0,1986,no,3.1535342521153185,8.0,3864.2
yes,unknown,1009.0,1,3,medical,"1111,0",1,female,45.0,2,1,laboratory_technician,2,divorced,7160,1,no,15,1,2,2,3.0,1,0,0,1995,no,3.1567377646896784,5.42082207387277,2596.0
yes,unknown,798.0,1,4,unknown,"1113,0",4,female,81.0,3,2,sales_executive,3,single,17251,3,yes,14,4,0,4,3.0,0,0,0,1973,true,3.0,5.0,4728.0
no,unknown,697.0,3,4,unknown,"1115,0",3,female,40.0,2,1,research_scientist,4,unknown,22478,3,no,17,4,3,2,3.0,0,0,0,1989,yes,3.0,6.0,5044.8
no,travel_rarely,130.0,2,2,marketing,"1125,0",4,female,32.0,3,3,sales_executive,2,single,20619,7,no,16,3,0,2,3.0,1,0,0,1985,yes,3.0,13.048078157534743,7351.0
no,unknown,188.0,29,3,unknown,unknown,2,female,56.0,1,2,laboratory_technician,4,unknown,9558,4,unknown,19,1,0,3,3.0,1,0,0,1981,no,3.0,16.0,4334.0
yes,unknown,247.0,8,1,unknown,"1156,0",3,female,80.0,3,1,laboratory_technician,3,single,13556,1,no,12,4,0,0,3.0,0,0,0,2005,yes,3.0,11.557873824923,2849.8
no,unknown,167.0,12,4,unknown,"1158,0",2,female,46.0,3,1,laboratory_technician,4,unknown,9051,3,yes,11,1,1,4,3.0,1,0,0,1982,no,3.0,6.0,4766.0
no,travel_rarely,982.0,1,4,medical,"1172,0",4,female,58.0,2,1,laboratory_technician,3,unknown,16340,6,no,12,2,1,2,3.0,8,1,7,1988,yes,3.0,4.878653034548229,2258.0
no,unknown,862.0,2,1,unknown,"1190,0",3,male,76.0,3,1,sales_representative,1,unknown,14947,1,unknown,12,3,3,3,3.0,1,0,0,1991,true,3.0,1.0,2827.0
yes,unknown,1256.0,3,4,life_sciences,unknown,3,female,48.0,2,1,research_scientist,4,married,4223,0,yes,11,2,1,5,3.0,0,0,0,2001,true,3.0,1.0,2853.0
no,non_travel,111.0,26,3,unknown,"1206,0",26,female,74.0,1,1,research_scientist,3,single,4279,2,no,13,4,0,3,3.0,0,0,0,1979,yes,3.157286601534344,6.0,2290.0
yes,non_travel,906.0,5,2,life_sciences,"1210,0",1,female,95.0,2,1,research_scientist,1,unknown,20293,6,no,17,1,1,2,1.0,1,0,0,1982,yes,3.0,5.0,2107.0
no,travel_frequently,1184.0,2,4,unknown,unknown,2,female,62.0,3,2,sales_executive,2,unknown,25440,5,no,12,4,3,2,3.0,0,0,0,1983,false,3.0,11.557873824923,2849.8
yes,unknown,984.0,17,2,life_sciences,unknown,4,male,97.0,3,1,laboratory_technician,2,unknown,3372,1,unknown,13,1,1,3,1.0,1,0,0,1999,yes,3.0,1.0,2210.0
no,travel_frequently,458.0,26,5,medical,"1242,0",1,male,60.0,3,3,research_director,1,married,23281,3,yes,17,3,0,6,3.0,1,0,0,1981,false,3.0,22.415728406551285,13191.0
no,unknown,1098.0,4,2,medical,"1256,0",1,female,85.0,2,5,manager,3,married,12124,2,unknown,13,3,1,2,4.0,1,0,0,1974,true,3.1419714450266056,23.0,13249.8
no,travel_rarely,969.0,2,2,technical_degree,"1258,0",4,female,76.0,4,1,laboratory_technician,2,single,16620,5,unknown,11,3,0,4,2.0,1,0,0,1975,true,3.0,7.0,4825.8
no,travel_rarely,1329.0,7,3,unknown,"1260,0",3,female,82.0,3,2,healthcare_representative,4,unknown,4204,1,unknown,11,2,2,2,3.0,6,1,0,1994,yes,3.0,6.0,5044.8
no,unknown,715.0,1,3,life_sciences,"1263,0",4,female,76.0,2,5,research_director,4,single,8733,6,no,12,3,0,3,4.0,1,0,0,1975,true,3.0,30.554676585234493,18265.0
no,unknown,1320.0,20,3,technical_degree,unknown,3,male,89.0,4,1,research_scientist,3,unknown,21643,0,no,17,4,0,5,2.0,1,0,0,1989,true,3.0,2.0,3946.0
no,unknown,265.0,25,3,life_sciences,"1269,0",2,male,57.0,4,1,research_scientist,4,single,21221,1,unknown,12,4,0,2,3.0,1,0,1,2004,yes,3.0,1.0,6589.4
no,unknown,373.0,1,2,unknown,"1270,0",4,female,47.0,3,1,research_scientist,3,unknown,16901,1,no,22,4,1,2,3.0,1,0,1,2000,false,4.0,1.0,4050.8
yes,travel_frequently,599.0,32,1,unknown,"1273,0",3,female,73.0,1,1,sales_representative,4,single,8040,1,yes,14,4,0,4,3.0,1,1,0,1998,yes,3.1588981829021057,1.0,1118.0
no,unknown,603.0,34,4,medical,unknown,2,male,78.0,4,2,research_scientist,2,married,5628,6,yes,16,4,0,2,3.0,1,0,0,1981,no,3.0,18.0,2372.0
no,travel_frequently,968.0,6,2,medical,unknown,2,male,40.0,2,1,laboratory_technician,3,single,4257,0,unknown,14,2,0,6,2.0,7,7,7,1972,false,3.0,8.0,2838.0
no,travel_frequently,364.0,25,3,medical,"1306,0",2,male,66.0,3,5,manager,2,unknown,13035,3,unknown,22,3,0,4,3.0,0,0,0,1978,no,4.0,22.0,18061.0
no,unknown,1291.0,11,3,medical,"1364,0",3,male,98.0,4,1,sales_representative,4,married,6527,8,unknown,14,2,1,4,3.0,1,0,0,1996,yes,3.155846813533061,5.0,3277.0
no,non_travel,1124.0,1,3,unknown,"1368,0",4,male,97.0,3,1,laboratory_technician,4,single,19305,1,unknown,15,3,0,5,4.0,0,0,0,2005,no,3.0,0.0,1611.0
yes,travel_frequently,703.0,2,3,unknown,"1379,0",3,male,90.0,2,1,sales_representative,4,single,11882,7,no,14,3,0,3,4.0,1,0,0,1992,yes,3.0,3.0,4063.0
yes,travel_frequently,798.0,1,4,life_sciences,"1427,0",2,male,50.0,1,1,sales_representative,3,single,16154,1,unknown,12,2,0,3,3.0,1,0,0,1992,no,3.150819495668517,11.52212657468347,6477.686121919585
yes,travel_rarely,202.0,8,3,life_sciences,"1433,0",1,male,34.0,2,1,research_scientist,2,unknown,22262,1,unknown,12,3,0,3,4.0,1,0,0,1992,false,3.0,11.557873824923,2849.8
no,travel_rarely,1377.0,11,1,life_sciences,"1434,0",2,female,91.0,3,1,laboratory_technician,1,married,7679,0,unknown,14,2,0,3,4.0,5,1,4,1996,no,3.0,6.0,5044.8
yes,unknown,592.0,2,3,unknown,"1458,0",1,male,54.0,2,1,laboratory_technician,1,single,17181,2,yes,23,2,0,2,4.0,1,0,0,1984,yes,4.0,11.0,3562.8
no,travel_frequently,383.0,1,5,marketing,"1481,0",1,male,79.0,3,2,sales_executive,3,married,9282,7,unknown,12,3,1,4,2.0,1,0,0,1979,false,3.1535006543728668,11.0,4768.0
no,unknown,990.0,25,3,unknown,"1482,0",25,female,66.0,3,1,research_scientist,3,unknown,7152,1,unknown,13,2,2,2,2.0,1,0,0,1993,false,3.0,1.0,1274.0
no,travel_rarely,660.0,26,1,life_sciences,unknown,4,female,76.0,3,1,sales_representative,3,unknown,16192,1,no,13,1,1,3,3.0,1,0,0,1988,yes,3.156757115206303,1.0,2404.0
yes,travel_frequently,381.0,9,3,unknown,"1494,0",2,female,89.0,3,1,laboratory_technician,1,unknown,16998,2,unknown,11,3,0,2,2.0,0,0,0,1999,false,3.0,11.557873824923,2849.8
no,unknown,830.0,13,2,unknown,unknown,4,male,78.0,3,1,sales_representative,2,married,7103,1,unknown,13,3,1,2,3.0,1,0,0,1999,true,3.0,1.0,2033.0
yes,unknown,289.0,2,2,medical,"1504,0",3,female,66.0,2,1,laboratory_technician,1,single,5355,7,no,11,3,0,2,2.0,0,0,0,1995,true,3.156971287175599,8.0,2561.0
no,travel_rarely,1423.0,1,3,life_sciences,unknown,1,female,72.0,2,1,research_scientist,3,unknown,12530,1,unknown,14,4,1,2,1.0,1,0,0,1995,false,3.0,1.0,1563.0
no,unknown,516.0,8,5,unknown,"1515,0",4,female,69.0,3,2,healthcare_representative,3,unknown,22049,2,unknown,17,1,0,6,3.0,0,0,0,1990,yes,3.0,14.0,6388.0
no,travel_rarely,1089.0,6,3,unknown,"1525,0",2,male,32.0,3,3,manufacturing_director,2,single,9150,4,unknown,18,4,0,3,3.0,2,2,2,1984,false,3.1473578026413955,9.0,8376.0
no,unknown,1210.0,2,3,medical,"1542,0",3,female,68.0,2,1,laboratory_technician,2,married,24052,4,unknown,14,2,1,3,3.0,1,0,0,1981,true,3.1532446785656996,9.021913645400028,4841.0
no,travel_rarely,598.0,9,3,unknown,"1558,0",3,female,91.0,4,1,research_scientist,3,married,22376,6,no,18,1,2,2,2.0,1,0,0,1994,no,3.0,11.557873824923,2849.8
no,travel_rarely,992.0,1,3,unknown,"1564,0",4,female,68.0,2,1,laboratory_technician,1,unknown,21731,1,no,19,2,0,3,3.0,3,1,2,1988,no,3.0,11.557873824923,2849.8
yes,travel_rarely,104.0,14,3,unknown,unknown,14,male,69.0,3,1,laboratory_technician,1,unknown,26619,1,unknown,12,4,1,2,3.0,1,0,0,1988,yes,3.0,1.0,2074.0
no,unknown,479.0,13,4,medical,"1577,0",13,female,35.0,3,1,research_scientist,4,single,22061,1,unknown,13,3,0,4,3.0,1,0,0,1989,no,3.0,6.0239445204725115,2972.0
no,travel_rarely,474.0,3,3,unknown,"1581,0",1,male,89.0,3,1,research_scientist,4,unknown,11133,1,unknown,21,1,0,5,3.0,1,0,0,1997,true,4.0,1.0,4050.8
no,travel_rarely,884.0,1,4,life_sciences,unknown,2,male,73.0,3,2,sales_executive,3,single,21447,6,no,13,1,0,5,3.0,1,0,0,1987,yes,3.0,12.188307518241444,6815.0
no,unknown,264.0,24,3,marketing,"1591,0",24,female,59.0,3,5,manager,3,married,19519,4,yes,16,3,1,2,3.0,1,0,0,1973,false,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,1059.0,9,2,unknown,unknown,4,female,93.0,2,5,manager,4,unknown,26362,8,no,22,4,0,2,3.0,1,0,1,1981,false,4.0,24.0,7106.4
no,unknown,1349.0,7,2,life_sciences,"1601,0",3,female,63.0,2,1,laboratory_technician,4,unknown,7713,1,no,18,4,1,5,2.0,1,0,1,1988,no,3.0,5.571602505023425,2690.0
no,travel_rarely,563.0,1,4,life_sciences,"1602,0",4,female,56.0,4,4,manager,1,unknown,3156,1,unknown,15,2,0,5,1.0,26,0,12,1977,no,3.0,27.0,17567.0
yes,travel_frequently,544.0,3,2,medical,"1624,0",2,male,70.0,3,1,sales_representative,4,single,18420,1,yes,12,3,0,2,4.0,0,0,0,2005,true,3.0,0.0,1569.0
no,unknown,991.0,5,3,unknown,"1669,0",1,female,43.0,2,2,sales_executive,2,divorced,3356,1,yes,13,2,1,3,2.0,10,0,9,1994,true,3.1544000266832506,10.0,4187.0
no,unknown,1112.0,5,4,life_sciences,"1673,0",1,male,67.0,3,2,sales_executive,4,unknown,22589,1,no,11,1,2,2,3.0,10,0,2,1992,yes,3.0,10.0,3475.6
no,travel_rarely,1206.0,23,2,unknown,"1678,0",4,female,80.0,3,3,sales_executive,3,single,11591,3,unknown,16,4,0,2,3.0,2,0,2,1982,true,3.0,21.0,5358.2
no,travel_rarely,1495.0,4,2,unknown,unknown,4,male,87.0,3,1,laboratory_technician,3,unknown,26176,7,unknown,19,4,1,5,3.0,0,0,0,1985,yes,3.0,7.0,3306.0
yes,travel_rarely,1259.0,2,4,life_sciences,unknown,4,female,95.0,3,1,laboratory_technician,2,single,24852,1,no,12,1,0,2,3.0,1,0,0,1991,yes,3.0,1.0,1393.0
no,unknown,798.0,1,4,unknown,"1697,0",3,female,92.0,1,3,healthcare_representative,4,divorced,20467,3,no,20,3,1,2,4.0,1,0,0,1963,no,4.0,19.0,10883.0
yes,unknown,240.0,22,1,unknown,"1714,0",4,female,58.0,1,1,human_resources,3,married,11585,1,no,11,3,1,2,3.0,1,0,0,1999,yes,3.158930228756718,1.0,2348.2
no,travel_rarely,369.0,8,2,life_sciences,"1724,0",2,male,92.0,3,2,manufacturing_director,1,unknown,5041,2,yes,16,2,1,3,3.0,1,0,0,1983,true,3.0,18.0,4061.2
no,travel_rarely,793.0,21,1,unknown,unknown,2,female,33.0,3,1,research_scientist,4,married,3811,1,no,12,2,1,2,2.0,10,0,8,1993,yes,3.0,10.0,2862.0
no,non_travel,543.0,2,4,marketing,"1731,0",3,female,87.0,3,2,sales_executive,2,unknown,3536,7,no,11,4,1,3,1.0,1,0,0,1976,true,3.0,4.0,3690.8
yes,travel_rarely,964.0,1,2,unknown,unknown,1,female,66.0,1,2,sales_executive,2,single,12147,6,unknown,15,2,0,2,3.0,0,0,0,1991,no,3.0,10.0,6735.0
no,travel_rarely,176.0,41,3,life_sciences,"1744,0",41,male,56.0,1,3,human_resources,3,married,6595,4,unknown,21,3,2,2,4.0,5,0,3,1978,yes,4.0,9.0,9756.0
no,unknown,181.0,2,4,unknown,"1755,0",4,female,97.0,4,1,research_scientist,4,married,5586,0,yes,14,1,3,3,3.0,5,1,2,1989,no,3.0,6.0,5044.8
yes,unknown,211.0,16,3,unknown,"1758,0",1,male,74.0,3,3,sales_executive,1,unknown,10092,2,yes,20,3,0,2,2.0,0,0,0,1990,true,4.0,11.32083555609988,4318.6
yes,travel_rarely,1079.0,16,4,unknown,"1761,0",1,female,70.0,3,3,sales_executive,3,married,19002,2,unknown,13,1,3,2,3.0,1,0,0,1992,true,3.0,11.557873824923,2849.8
no,travel_rarely,590.0,4,3,technical_degree,unknown,4,male,91.0,2,1,research_scientist,1,divorced,10007,1,unknown,13,3,1,2,3.0,1,0,0,1994,yes,3.0,11.557873824923,2849.8
no,unknown,305.0,16,3,unknown,"1763,0",3,female,58.0,4,2,healthcare_representative,3,married,9128,3,no,16,3,1,3,3.0,7,1,7,1993,false,3.0,10.0,5294.0
no,travel_rarely,833.0,18,3,medical,"1766,0",2,female,60.0,1,2,healthcare_representative,4,married,24539,3,unknown,16,3,1,2,3.0,1,1,0,1985,yes,3.0,11.557873824923,2849.8
