Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,Attrition_numeric
22,no,,,research_and_development,15,3,,"144,0",2,male,59.0,3,1,laboratory_technician,4,single,,23785,1,no,15,3.0,3,0,,5,3.0,0,0,0,2001,no,
36,no,,922.0,,3,2,life_sciences,"155,0",1,male,39.0,3,1,laboratory_technician,4,divorced,2835.0,2561,5,,22,4.0,1,1,,2,3.0,1,0,0,1987,no,
19,yes,travel_rarely,528.0,sales,22,1,marketing,"167,0",4,female,,3,1,sales_representative,3,single,,26820,1,yes,19,3.0,4,0,0.0,2,2.0,0,0,0,2004,yes,
41,no,,,,9,4,life_sciences,"200,0",3,female,94.0,3,1,laboratory_technician,1,,,6961,2,,21,4.0,4,1,7.0,2,3.0,5,1,4,1982,yes,
19,no,,,,18,1,,"201,0",2,male,79.0,3,1,laboratory_technician,2,single,,16102,1,no,14,,4,0,1.0,3,3.0,1,0,0,2004,no,
51,no,,1169.0,,7,4,,"211,0",2,female,34.0,2,2,manufacturing_director,3,married,,13983,2,no,17,3.0,3,0,10.0,2,3.0,1,0,0,1972,yes,
58,no,,1145.0,,9,3,,"214,0",2,male,75.0,2,1,research_scientist,2,married,,11873,4,yes,20,4.0,2,1,9.0,3,2.0,1,0,0,1965,no,
19,yes,travel_frequently,602.0,,1,1,,,3,male,100.0,1,1,sales_representative,1,,,20989,0,no,21,4.0,1,0,1.0,5,,0,0,0,2004,yes,
19,yes,travel_rarely,303.0,,2,3,life_sciences,"243,0",2,female,,2,1,laboratory_technician,4,single,,9241,1,,22,4.0,3,0,1.0,3,2.0,1,1,0,2004,yes,
35,yes,travel_rarely,556.0,,23,2,,,2,female,50.0,2,2,manufacturing_director,3,,,15497,3,yes,13,3.0,1,0,8.0,1,3.0,1,0,1,1988,yes,
38,no,travel_rarely,1261.0,,38,4,,"271,0",4,female,,3,2,manufacturing_director,3,,6553.0,7259,9,,14,3.0,2,0,14.0,3,3.0,1,0,0,1985,no,
38,yes,,1180.0,,29,1,medical,"282,0",2,female,70.0,3,2,healthcare_representative,1,married,6673.0,11354,7,yes,19,,2,0,17.0,2,3.0,1,0,0,1985,no,
41,no,,896.0,sales,6,3,life_sciences,,4,male,75.0,3,3,manager,4,single,13591.0,14674,3,yes,18,3.0,3,0,,3,3.0,1,0,0,1982,no,
59,no,travel_rarely,142.0,,3,3,life_sciences,"309,0",3,female,70.0,2,1,research_scientist,4,married,2177.0,8456,3,,17,3.0,1,1,7.0,6,3.0,1,0,0,1964,yes,
50,no,travel_rarely,854.0,,1,4,medical,"323,0",4,male,68.0,3,5,manager,4,divorced,19517.0,24118,3,no,11,3.0,3,1,,3,2.0,7,0,6,1973,no,
41,no,travel_rarely,1411.0,research_and_development,19,2,life_sciences,"334,0",3,female,36.0,3,2,research_scientist,1,divorced,,19877,2,,16,3.0,1,2,17.0,2,2.0,1,0,0,1982,yes,
45,no,,252.0,,1,3,,,3,female,70.0,4,5,manager,4,,19202.0,15970,0,,11,3.0,3,1,25.0,2,3.0,24,1,7,1978,no,
37,yes,,504.0,,10,3,medical,"342,0",1,female,61.0,3,3,manufacturing_director,3,,10048.0,22573,6,no,11,,2,2,17.0,5,3.0,1,0,0,1986,yes,
51,no,,833.0,,38,3,,,3,female,96.0,3,1,research_scientist,4,married,2723.0,23231,1,no,11,3.0,2,0,1.0,0,2.0,1,0,0,1972,yes,
28,yes,travel_rarely,529.0,,2,4,life_sciences,"364,0",1,female,79.0,3,1,laboratory_technician,3,single,,14935,2,,11,3.0,3,0,5.0,5,1.0,0,0,0,1995,no,
29,no,travel_rarely,1210.0,,2,3,medical,,1,female,78.0,2,2,sales_executive,2,married,6644.0,3687,2,no,19,3.0,2,2,10.0,2,,0,0,0,1994,yes,
31,no,travel_rarely,1463.0,research_and_development,23,3,medical,"367,0",2,female,64.0,2,2,healthcare_representative,4,,,14408,0,no,21,,2,1,10.0,2,3.0,9,7,8,1992,yes,
38,no,travel_rarely,322.0,,7,2,medical,,1,male,44.0,4,2,sales_executive,1,,5605.0,19191,1,yes,24,4.0,3,1,8.0,3,3.0,8,7,7,1985,no,
44,yes,travel_frequently,920.0,,12,3,life_sciences,"392,0",12,female,43.0,3,1,laboratory_technician,3,,3161.0,19920,3,yes,22,4.0,4,1,19.0,0,1.0,1,0,0,1979,yes,
36,no,,506.0,,3,3,technical_degree,"397,0",3,female,30.0,3,2,research_scientist,2,single,,26285,4,,12,3.0,4,0,10.0,2,3.0,8,7,7,1987,yes,
18,yes,,,research_and_development,3,3,,,3,female,54.0,3,1,laboratory_technician,3,single,1420.0,25233,1,no,13,3.0,3,0,0.0,2,3.0,0,0,0,2005,yes,
36,no,,566.0,,18,4,life_sciences,"407,0",3,female,81.0,4,1,laboratory_technician,4,married,,7122,4,no,18,3.0,4,2,4.0,2,3.0,1,0,0,1987,yes,
18,no,,812.0,,10,3,,,4,male,69.0,2,1,sales_representative,3,,1200.0,9724,1,no,12,3.0,1,0,0.0,2,3.0,0,0,0,2005,no,
39,yes,travel_rarely,1162.0,,3,2,,"445,0",4,male,41.0,3,2,sales_executive,3,married,5238.0,17778,4,yes,18,3.0,1,0,12.0,3,2.0,1,0,0,1984,yes,
47,no,travel_frequently,1309.0,,4,1,medical,,2,female,99.0,3,2,sales_representative,3,,,25751,3,no,19,3.0,1,0,5.0,3,3.0,0,0,0,1976,no,
42,no,travel_rarely,810.0,,23,5,,"468,0",1,male,44.0,3,4,research_director,4,single,15992.0,15901,2,no,14,3.0,2,0,16.0,2,3.0,1,0,0,1981,no,
32,no,,1062.0,,2,3,,"471,0",3,male,75.0,3,1,laboratory_technician,2,married,2370.0,3956,1,no,13,,3,1,8.0,4,3.0,8,0,7,1991,yes,
48,no,travel_rarely,530.0,,29,1,medical,"473,0",1,male,91.0,3,3,manager,3,married,,23978,3,,21,4.0,2,1,15.0,3,1.0,0,0,0,1975,yes,
42,no,travel_rarely,1332.0,research_and_development,2,4,,"477,0",1,female,98.0,2,2,healthcare_representative,4,,6781.0,17078,3,,23,4.0,2,0,,6,3.0,1,0,0,1981,no,
36,no,non_travel,845.0,,1,5,medical,"479,0",4,male,45.0,3,2,sales_executive,4,,6653.0,15276,4,,15,,2,0,,6,3.0,1,0,0,1987,yes,
33,yes,travel_rarely,350.0,,5,3,marketing,"485,0",4,male,34.0,3,1,sales_representative,3,single,2851.0,9150,1,,13,,2,0,1.0,2,3.0,1,0,0,1990,no,
46,no,,1144.0,research_and_development,7,4,medical,"487,0",3,male,30.0,3,2,manufacturing_director,3,married,5258.0,16044,2,,14,3.0,3,0,7.0,2,4.0,1,0,0,1977,yes,
21,yes,travel_rarely,156.0,sales,12,3,life_sciences,"494,0",3,male,90.0,4,1,sales_representative,2,single,,25422,1,,15,3.0,4,0,1.0,0,3.0,1,0,0,2002,no,
30,no,,202.0,,2,1,technical_degree,"508,0",3,female,72.0,3,1,sales_representative,2,,2476.0,17434,1,,18,3.0,1,1,,3,3.0,1,0,0,1993,yes,
30,yes,travel_frequently,464.0,,4,3,,"514,0",3,female,40.0,3,1,research_scientist,4,single,2285.0,3427,9,yes,23,4.0,3,0,3.0,4,3.0,1,0,0,1993,no,
32,no,travel_rarely,1305.0,,10,4,,"518,0",3,female,49.0,3,2,manufacturing_director,2,single,4197.0,21123,2,,12,3.0,4,0,18.0,2,2.0,1,0,1,1986,yes,
40,no,travel_rarely,555.0,,2,3,,,2,male,78.0,2,2,laboratory_technician,3,married,3448.0,13436,6,no,22,4.0,2,1,,3,3.0,1,0,0,1983,yes,
28,no,travel_rarely,1300.0,,17,2,,,3,female,79.0,3,2,laboratory_technician,1,,4558.0,13535,1,,12,3.0,4,1,10.0,2,,10,1,8,1995,no,
38,no,travel_frequently,1490.0,,2,2,,"556,0",4,female,42.0,3,1,laboratory_technician,4,married,1702.0,12106,1,yes,23,4.0,3,1,,3,3.0,1,0,0,1985,no,
19,yes,,489.0,,2,2,technical_degree,"566,0",1,female,,2,1,human_resources,4,single,2564.0,18437,1,no,12,3.0,3,0,1.0,3,4.0,1,0,0,2004,yes,
57,no,travel_rarely,210.0,,29,3,,"568,0",1,female,56.0,2,4,manager,4,divorced,,22102,3,no,12,3.0,3,1,,3,2.0,1,0,0,1966,yes,
47,no,travel_rarely,983.0,,2,2,medical,,1,male,65.0,3,2,manufacturing_director,4,,5070.0,7389,5,,13,,3,3,20.0,2,3.0,5,0,4,1976,yes,
54,no,travel_rarely,548.0,,8,4,life_sciences,,3,male,42.0,3,2,laboratory_technician,3,single,3780.0,23428,7,,11,3.0,3,0,,3,3.0,1,0,0,1969,no,
18,yes,travel_frequently,1306.0,,5,3,marketing,"614,0",2,female,69.0,3,1,sales_representative,2,,1878.0,8059,1,yes,14,3.0,4,0,,3,3.0,0,0,0,2005,no,
40,no,,1094.0,,28,3,other,"615,0",3,female,58.0,1,3,sales_executive,1,,,11373,3,no,15,3.0,3,1,20.0,2,3.0,1,0,1,1983,yes,
26,no,,775.0,,29,2,,,1,female,45.0,3,2,sales_executive,3,,,4267,5,,12,3.0,1,2,8.0,5,3.0,0,0,0,1997,yes,
26,yes,travel_rarely,471.0,research_and_development,24,3,,"622,0",3,female,66.0,1,1,laboratory_technician,4,single,2340.0,23213,1,yes,18,3.0,2,0,1.0,3,1.0,1,0,0,1997,yes,
38,no,,1495.0,,10,3,,,3,male,76.0,3,2,healthcare_representative,3,,,22174,3,no,19,3.0,3,1,18.0,4,,1,0,0,1985,yes,
24,no,,823.0,,17,2,other,"643,0",4,female,94.0,2,1,laboratory_technician,2,married,2127.0,9100,1,no,21,4.0,4,1,1.0,2,3.0,1,0,0,1999,yes,
30,yes,travel_frequently,448.0,,12,4,,"648,0",2,female,74.0,2,1,sales_representative,1,married,2033.0,14470,1,no,18,3.0,3,1,1.0,2,4.0,1,0,0,1993,yes,
37,no,travel_rarely,558.0,,2,3,marketing,"656,0",4,female,75.0,3,2,sales_executive,3,married,9602.0,3010,4,,11,3.0,3,1,,3,2.0,3,1,0,1986,no,
20,no,travel_rarely,959.0,research_and_development,1,3,life_sciences,"657,0",4,male,83.0,2,1,research_scientist,2,,,11757,1,no,13,,4,0,1.0,0,4.0,1,0,0,2003,yes,
43,no,,782.0,,14,4,other,"661,0",2,female,50.0,2,4,research_director,4,divorced,16627.0,2671,4,,14,3.0,3,1,21.0,3,,1,0,0,1980,no,
38,no,,362.0,,27,1,life_sciences,"662,0",3,male,,3,1,research_scientist,1,,,14561,3,no,17,3.0,4,0,8.0,3,2.0,0,0,0,1985,yes,
33,no,,1216.0,sales,8,4,marketing,,3,female,39.0,3,2,sales_executive,3,divorced,,20431,0,,12,3.0,4,0,6.0,3,3.0,5,1,2,1990,no,
30,no,,160.0,,3,3,,,3,male,71.0,3,1,research_scientist,3,,2083.0,22653,1,no,20,4.0,3,1,1.0,2,,1,0,0,1993,no,
29,no,,,sales,44,2,medical,"690,0",2,male,62.0,3,2,sales_executive,3,,,3487,1,no,14,3.0,1,1,,5,2.0,6,1,2,1994,no,
20,yes,,1362.0,,10,1,medical,"701,0",4,female,32.0,3,1,research_scientist,3,single,1009.0,26999,1,,11,3.0,4,0,,5,3.0,1,1,1,2003,yes,
35,no,non_travel,727.0,,20,3,,"704,0",20,female,41.0,2,1,laboratory_technician,3,married,,16900,1,no,18,3.0,3,2,1.0,3,3.0,1,0,0,1988,no,
37,no,,1225.0,,10,2,life_sciences,"715,0",4,female,80.0,4,1,research_scientist,4,single,,15232,3,no,17,3.0,1,0,,2,,1,0,0,1986,yes,
38,no,,168.0,,1,3,,"743,0",3,male,81.0,3,3,manufacturing_director,3,single,7861.0,15397,4,yes,14,,4,0,10.0,4,,1,0,0,1985,yes,
29,no,,1396.0,,10,3,,"749,0",3,female,,3,1,sales_representative,3,single,2642.0,2755,1,no,11,3.0,3,0,1.0,6,,1,0,0,1994,no,
35,no,,1225.0,,2,4,,,4,male,61.0,3,2,healthcare_representative,1,divorced,,4761,2,no,11,3.0,1,1,16.0,2,4.0,1,0,0,1988,yes,
38,no,travel_rarely,268.0,,2,5,medical,"773,0",4,female,92.0,3,1,research_scientist,3,married,,20471,6,yes,13,3.0,2,1,,0,1.0,1,0,1,1985,yes,
34,no,travel_rarely,167.0,,8,5,life_sciences,"775,0",2,male,32.0,3,2,manufacturing_director,1,,5121.0,4187,3,no,14,3.0,3,1,,3,,0,0,0,1989,yes,
23,yes,,1243.0,,6,3,life_sciences,"811,0",3,female,,4,1,laboratory_technician,1,,,3445,1,yes,21,4.0,3,2,1.0,2,3.0,0,0,0,2000,no,
24,no,,1092.0,,9,3,life_sciences,"812,0",3,female,60.0,2,1,laboratory_technician,2,divorced,2694.0,26551,1,no,11,3.0,3,3,,4,3.0,1,0,0,1999,no,
29,yes,travel_rarely,805.0,,1,2,life_sciences,"816,0",2,male,36.0,2,1,laboratory_technician,1,married,,6689,1,,11,3.0,4,1,1.0,1,3.0,1,0,0,1994,yes,
40,no,travel_frequently,720.0,,16,4,medical,"832,0",1,female,51.0,2,2,laboratory_technician,3,,5094.0,11983,6,no,14,3.0,4,0,10.0,6,3.0,1,0,0,1983,yes,
30,no,travel_rarely,,research_and_development,2,3,,"833,0",3,male,52.0,2,2,manufacturing_director,4,single,,20234,5,,24,4.0,2,0,12.0,4,2.0,0,0,0,1993,yes,
45,no,,252.0,,2,3,,"834,0",2,male,95.0,2,1,research_scientist,3,,2274.0,6153,1,no,14,3.0,4,0,1.0,3,3.0,1,0,0,1978,yes,
27,no,,443.0,,3,3,medical,,4,female,50.0,3,1,research_scientist,4,married,,16571,1,,11,3.0,3,3,0.0,6,2.0,0,0,0,1996,yes,
37,no,,342.0,,16,4,marketing,,4,female,66.0,2,2,sales_executive,3,,,24558,4,,19,,4,2,9.0,2,3.0,1,0,0,1986,yes,
32,no,,300.0,,1,3,life_sciences,,4,female,61.0,3,1,laboratory_technician,4,divorced,2314.0,9148,0,no,12,,2,1,4.0,2,3.0,3,0,2,1991,yes,
53,no,travel_rarely,868.0,,8,3,marketing,"897,0",1,female,73.0,3,4,sales_executive,4,married,,22789,5,,14,3.0,3,1,28.0,3,3.0,2,2,2,1970,yes,
37,no,,1252.0,,19,2,,"904,0",19,female,32.0,3,3,sales_executive,2,single,,4814,1,yes,13,3.0,4,0,,2,3.0,10,0,9,1986,no,
32,yes,travel_rarely,374.0,,25,4,,"911,0",1,female,87.0,3,1,laboratory_technician,4,,,18016,1,,24,4.0,3,0,1.0,2,1.0,1,0,1,1991,yes,
58,yes,travel_frequently,781.0,,2,1,,"918,0",4,female,57.0,2,1,laboratory_technician,4,divorced,2380.0,13384,9,,14,3.0,4,1,3.0,3,2.0,1,0,0,1965,yes,
43,no,travel_rarely,177.0,,8,3,,,1,male,55.0,3,2,manufacturing_director,2,divorced,,23814,4,no,21,4.0,3,1,4.0,2,4.0,1,0,0,1980,no,
21,yes,travel_rarely,1427.0,research_and_development,18,1,other,"923,0",4,male,65.0,3,1,research_scientist,4,single,,8870,1,no,19,,1,0,,3,2.0,1,0,0,2002,no,
34,no,,546.0,,48,3,life_sciences,"934,0",48,female,83.0,3,1,laboratory_technician,2,,2008.0,6896,1,no,14,3.0,2,2,1.0,3,3.0,1,1,0,1989,yes,
58,no,,1272.0,,5,3,,"940,0",3,male,37.0,2,3,healthcare_representative,2,divorced,10552.0,9255,2,,13,,4,1,24.0,3,3.0,6,0,4,1965,no,
48,no,,,,20,4,medical,"945,0",4,female,51.0,3,1,research_scientist,3,married,2259.0,5543,4,,17,3.0,1,2,13.0,2,2.0,0,0,0,1975,no,
32,no,non_travel,1184.0,,1,3,life_sciences,"951,0",3,male,70.0,2,1,laboratory_technician,2,married,,3974,6,no,20,,3,0,5.0,3,3.0,3,0,2,1991,yes,
25,yes,,867.0,,19,2,marketing,"952,0",3,female,36.0,2,1,sales_representative,2,married,2413.0,18798,1,yes,18,,3,3,,2,3.0,1,0,0,1998,no,
40,no,,658.0,sales,10,4,marketing,"954,0",1,female,67.0,2,3,sales_executive,2,divorced,,20652,2,no,12,3.0,2,1,11.0,2,2.0,1,0,0,1983,yes,
19,yes,,419.0,,21,3,other,"959,0",4,female,37.0,2,1,sales_representative,2,single,2121.0,9947,1,yes,13,3.0,2,0,1.0,3,4.0,1,0,0,2004,no,
20,yes,travel_rarely,129.0,research_and_development,4,3,technical_degree,,1,female,84.0,3,1,laboratory_technician,1,single,,13008,1,,19,3.0,2,0,1.0,2,3.0,1,0,0,2003,no,
33,no,travel_rarely,1069.0,,1,3,,,2,male,42.0,2,2,healthcare_representative,4,,,12291,0,,14,3.0,1,0,6.0,3,3.0,5,1,4,1990,yes,
58,yes,travel_rarely,289.0,,2,3,,,4,female,51.0,3,1,research_scientist,3,single,2479.0,26227,4,no,24,4.0,1,0,7.0,4,3.0,1,0,0,1965,no,
40,yes,non_travel,1479.0,,24,3,,"986,0",2,male,100.0,4,4,sales_executive,2,single,13194.0,17071,4,,16,3.0,4,0,22.0,2,2.0,1,0,0,1983,yes,
29,yes,travel_rarely,906.0,,10,3,,"994,0",4,male,92.0,2,1,research_scientist,1,single,,11479,6,yes,20,4.0,3,0,3.0,5,3.0,0,0,0,1994,yes,
47,no,travel_rarely,955.0,,18,2,life_sciences,"1003,0",4,male,83.0,3,2,sales_executive,4,single,4163.0,8571,1,yes,17,3.0,3,0,9.0,0,3.0,9,0,7,1976,no,
18,no,,287.0,,5,2,,"1012,0",2,female,73.0,3,1,research_scientist,4,,,13493,1,no,15,3.0,4,0,,2,3.0,0,0,0,2005,yes,
20,yes,,1097.0,,16,3,medical,,4,male,98.0,2,1,research_scientist,1,,2600.0,18275,1,yes,15,3.0,1,0,1.0,2,3.0,1,0,0,2003,no,
42,no,,265.0,,5,2,,"1029,0",4,female,90.0,3,5,manager,3,,18303.0,7770,6,no,13,3.0,2,0,21.0,3,4.0,1,0,0,1981,yes,
50,no,travel_rarely,804.0,research_and_development,9,3,,,1,female,64.0,3,1,laboratory_technician,4,married,2380.0,20165,4,no,18,,2,0,8.0,5,3.0,1,0,0,1973,yes,
37,yes,travel_rarely,1141.0,,11,2,medical,"1033,0",1,male,61.0,1,2,healthcare_representative,2,,4777.0,14382,5,no,15,3.0,1,0,15.0,2,1.0,1,0,0,1986,yes,
38,no,,,,3,4,life_sciences,,2,female,42.0,3,2,sales_executive,4,,,4981,8,yes,12,3.0,3,0,19.0,1,3.0,1,0,0,1985,no,
36,yes,,660.0,,15,3,,"1052,0",1,female,81.0,3,2,laboratory_technician,3,divorced,,7858,7,,14,3.0,2,1,9.0,3,2.0,1,0,0,1987,yes,
28,no,travel_rarely,1144.0,sales,10,1,medical,"1056,0",4,female,74.0,3,1,sales_representative,2,married,1052.0,23384,1,no,22,4.0,2,0,,5,3.0,1,0,0,1995,yes,
43,no,,415.0,,25,3,,"1076,0",3,female,,2,3,sales_executive,4,,,5268,5,no,13,3.0,3,1,18.0,5,3.0,1,0,0,1980,yes,
21,yes,travel_rarely,1334.0,research_and_development,10,3,,"1079,0",3,male,36.0,2,1,laboratory_technician,1,single,,17258,1,no,13,,1,0,1.0,6,2.0,1,1,0,2002,yes,
51,yes,travel_rarely,1323.0,,4,4,,"1081,0",1,female,34.0,3,1,research_scientist,3,married,2461.0,10332,9,,12,,3,3,18.0,2,4.0,10,2,7,1972,no,
37,no,,309.0,sales,10,4,,"1105,0",4,male,88.0,2,2,sales_executive,4,divorced,,24223,2,yes,14,,3,3,8.0,5,3.0,1,0,0,1986,no,
28,yes,,1009.0,research_and_development,1,3,medical,"1111,0",1,female,45.0,2,1,laboratory_technician,2,divorced,2596.0,7160,1,no,15,,1,2,,2,3.0,1,0,0,1995,no,
50,yes,,,,1,4,,"1113,0",4,female,81.0,3,2,sales_executive,3,single,4728.0,17251,3,yes,14,3.0,4,0,5.0,4,3.0,0,0,0,1973,yes,
34,no,,697.0,,3,4,,"1115,0",3,female,40.0,2,1,research_scientist,4,,,22478,3,no,17,3.0,4,3,6.0,2,3.0,0,0,0,1989,yes,
38,no,travel_rarely,130.0,,2,2,marketing,"1125,0",4,female,32.0,3,3,sales_executive,2,single,7351.0,20619,7,no,16,3.0,3,0,,2,3.0,1,0,0,1985,yes,
42,no,,188.0,,29,3,,,2,female,56.0,1,2,laboratory_technician,4,,,9558,4,,19,3.0,1,0,16.0,3,3.0,1,0,0,1981,no,
18,yes,,247.0,,8,1,,"1156,0",3,female,80.0,3,1,laboratory_technician,3,single,,13556,1,no,12,3.0,4,0,,0,3.0,0,0,0,2005,yes,
41,no,,167.0,,12,4,,"1158,0",2,female,46.0,3,1,laboratory_technician,4,,4766.0,9051,3,yes,11,3.0,1,1,6.0,4,,1,0,0,1982,no,
35,no,travel_rarely,982.0,research_and_development,1,4,medical,"1172,0",4,female,58.0,2,1,laboratory_technician,3,,2258.0,16340,6,no,12,3.0,2,1,,2,3.0,8,1,7,1988,yes,
32,no,,862.0,sales,2,1,,"1190,0",3,male,76.0,3,1,sales_representative,1,,2827.0,14947,1,,12,3.0,3,3,1.0,3,3.0,1,0,0,1991,yes,
22,yes,,1256.0,,3,4,life_sciences,,3,female,48.0,2,1,research_scientist,4,married,2853.0,4223,0,yes,11,3.0,2,1,1.0,5,3.0,0,0,0,2001,yes,
44,no,non_travel,111.0,,26,3,,"1206,0",26,female,74.0,1,1,research_scientist,3,single,2290.0,4279,2,no,13,,4,0,6.0,3,3.0,0,0,0,1979,yes,
41,yes,non_travel,906.0,,5,2,life_sciences,"1210,0",1,female,95.0,2,1,research_scientist,1,,2107.0,20293,6,no,17,3.0,1,1,5.0,2,1.0,1,0,0,1982,yes,
40,no,travel_frequently,1184.0,,2,4,,,2,female,62.0,3,2,sales_executive,2,,,25440,5,no,12,3.0,4,3,,2,3.0,0,0,0,1983,no,
24,yes,,984.0,,17,2,life_sciences,,4,male,97.0,3,1,laboratory_technician,2,,2210.0,3372,1,,13,3.0,1,1,1.0,3,1.0,1,0,0,1999,yes,
42,no,travel_frequently,458.0,,26,5,medical,"1242,0",1,male,60.0,3,3,research_director,1,married,13191.0,23281,3,yes,17,3.0,3,0,,6,3.0,1,0,0,1981,no,
49,no,,1098.0,research_and_development,4,2,medical,"1256,0",1,female,85.0,2,5,manager,3,married,,12124,2,,13,,3,1,23.0,2,4.0,1,0,0,1974,yes,
48,no,travel_rarely,969.0,,2,2,technical_degree,"1258,0",4,female,76.0,4,1,laboratory_technician,2,single,,16620,5,,11,3.0,3,0,7.0,4,2.0,1,0,0,1975,yes,
29,no,travel_rarely,1329.0,research_and_development,7,3,,"1260,0",3,female,82.0,3,2,healthcare_representative,4,,,4204,1,,11,3.0,2,2,6.0,2,3.0,6,1,0,1994,yes,
48,no,,715.0,research_and_development,1,3,life_sciences,"1263,0",4,female,76.0,2,5,research_director,4,single,18265.0,8733,6,no,12,3.0,3,0,,3,4.0,1,0,0,1975,yes,
34,no,,1320.0,,20,3,technical_degree,,3,male,89.0,4,1,research_scientist,3,,,21643,0,no,17,3.0,4,0,2.0,5,2.0,1,0,0,1989,yes,
19,no,,265.0,,25,3,life_sciences,"1269,0",2,male,57.0,4,1,research_scientist,4,single,,21221,1,,12,3.0,4,0,1.0,2,3.0,1,0,1,2004,yes,
23,no,,373.0,,1,2,,"1270,0",4,female,47.0,3,1,research_scientist,3,,,16901,1,no,22,4.0,4,1,1.0,2,3.0,1,0,1,2000,no,
25,yes,travel_frequently,599.0,,32,1,,"1273,0",3,female,73.0,1,1,sales_representative,4,single,1118.0,8040,1,yes,14,,4,0,1.0,4,3.0,1,1,0,1998,yes,
42,no,,603.0,,34,4,medical,,2,male,78.0,4,2,research_scientist,2,married,2372.0,5628,6,yes,16,3.0,4,0,18.0,2,3.0,1,0,0,1981,no,
51,no,travel_frequently,968.0,,6,2,medical,,2,male,40.0,2,1,laboratory_technician,3,single,2838.0,4257,0,,14,3.0,2,0,8.0,6,2.0,7,7,7,1972,no,
45,no,travel_frequently,364.0,,25,3,medical,"1306,0",2,male,,3,5,manager,2,,18061.0,13035,3,,22,4.0,3,0,22.0,4,3.0,0,0,0,1978,no,
27,no,,1291.0,,11,3,medical,"1364,0",3,male,98.0,4,1,sales_representative,4,married,,6527,8,,14,,2,1,5.0,4,3.0,1,0,0,1996,yes,
18,no,non_travel,1124.0,,1,3,,"1368,0",4,male,97.0,3,1,laboratory_technician,4,single,1611.0,19305,1,,15,3.0,3,0,0.0,5,4.0,0,0,0,2005,no,
31,yes,travel_frequently,703.0,,2,3,,"1379,0",3,male,90.0,2,1,sales_representative,4,single,,11882,7,no,14,3.0,3,0,3.0,3,4.0,1,0,0,1992,yes,
31,yes,travel_frequently,,,1,4,life_sciences,"1427,0",2,male,50.0,1,1,sales_representative,3,single,,16154,1,,12,,2,0,,3,3.0,1,0,0,1992,no,
31,yes,travel_rarely,202.0,,8,3,life_sciences,"1433,0",1,male,34.0,2,1,research_scientist,2,,,22262,1,,12,3.0,3,0,,3,4.0,1,0,0,1992,no,
27,no,travel_rarely,1377.0,,11,1,life_sciences,"1434,0",2,female,91.0,3,1,laboratory_technician,1,married,,7679,0,,14,3.0,2,0,6.0,3,4.0,5,1,4,1996,no,
39,yes,,592.0,,2,3,,"1458,0",1,male,54.0,2,1,laboratory_technician,1,single,,17181,2,yes,23,4.0,2,0,11.0,2,4.0,1,0,0,1984,yes,
44,no,travel_frequently,383.0,,1,5,marketing,"1481,0",1,male,79.0,3,2,sales_executive,3,married,4768.0,9282,7,,12,,3,1,11.0,4,2.0,1,0,0,1979,no,
30,no,,990.0,research_and_development,25,3,,"1482,0",25,female,,3,1,research_scientist,3,,1274.0,7152,1,,13,3.0,2,2,1.0,2,2.0,1,0,0,1993,no,
35,no,travel_rarely,660.0,,26,1,life_sciences,,4,female,76.0,3,1,sales_representative,3,,2404.0,16192,1,no,13,,1,1,1.0,3,3.0,1,0,0,1988,yes,
24,yes,travel_frequently,381.0,,9,3,,"1494,0",2,female,89.0,3,1,laboratory_technician,1,,,16998,2,,11,3.0,3,0,,2,2.0,0,0,0,1999,no,
24,no,,830.0,,13,2,,,4,male,78.0,3,1,sales_representative,2,married,2033.0,7103,1,,13,3.0,3,1,1.0,2,,1,0,0,1999,yes,
28,yes,,289.0,,2,2,medical,"1504,0",3,female,,2,1,laboratory_technician,1,single,2561.0,5355,7,no,11,,3,0,8.0,2,2.0,0,0,0,1995,yes,
28,no,travel_rarely,1423.0,,1,3,life_sciences,,1,female,72.0,2,1,research_scientist,3,,1563.0,12530,1,,14,3.0,4,1,1.0,2,1.0,1,0,0,1995,no,
33,no,,516.0,,8,5,,"1515,0",4,female,69.0,3,2,healthcare_representative,3,,6388.0,22049,2,,17,3.0,1,0,14.0,6,3.0,0,0,0,1990,yes,
39,no,travel_rarely,1089.0,,6,3,,"1525,0",2,male,32.0,3,3,manufacturing_director,2,single,8376.0,9150,4,,18,,4,0,9.0,3,3.0,2,2,2,1984,no,
42,no,,1210.0,,2,3,medical,"1542,0",3,female,68.0,2,1,laboratory_technician,2,married,4841.0,24052,4,,14,,2,1,,3,,1,0,0,1981,yes,
29,no,travel_rarely,598.0,,9,3,,"1558,0",3,female,91.0,4,1,research_scientist,3,married,,22376,6,no,18,3.0,1,2,,2,2.0,1,0,0,1994,no,
